Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
303012416,00000460,false,Rx,4,8,8B,08,0B,09,0B,12,0B,12,
303013429,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
303014362,00000470,false,Rx,4,8,80,02,0B,18,0B,1B,0B,19,
303015394,00000470,false,Rx,4,8,8B,12,0B,12,0B,12,0B,12,
303016369,000007E0,false,Rx,4,8,0D,08,00,00,00,00,10,15,
303017350,000007E0,false,Rx,4,8,0D,0A,00,00,00,00,10,17,
303018122,00000470,false,Rx,4,6,8B,19,0B,19,0B,1A,00,00,
303027279,00000463,false,Rx,4,8,8B,11,0B,12,0B,1E,0B,1D,
303028198,00000473,false,Rx,4,8,8B,1C,0B,1E,0B,1F,0B,1D,
303029191,000007E3,false,Rx,4,8,00,00,00,00,00,00,10,03,
303032296,00000460,false,Rx,4,8,8B,0F,0B,0F,0B,1A,0B,1A,
303033204,00000470,false,Rx,4,8,8B,19,0B,1A,0B,1A,0B,1B,
303034209,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
303066879,00000468,false,Rx,4,8,8B,09,0B,0A,0B,13,0B,12,
303067779,00000478,false,Rx,4,8,8B,13,0B,11,0B,12,0B,12,
303068764,000007E8,false,Rx,4,8,0C,EE,00,00,00,00,10,02,
303077525,0000046A,false,Rx,4,8,8B,10,0B,0F,0B,17,0B,19,
303078424,0000047A,false,Rx,4,8,8B,1B,0B,18,0B,17,0B,1A,
303079408,000007EA,false,Rx,4,8,00,00,00,00,00,00,10,0A,
303086335,0000046C,false,Rx,4,6,8B,13,0B,11,0B,1C,00,00,
303087123,0000047C,false,Rx,4,6,8B,1D,0B,1D,0B,1C,00,00,
303088146,000007EC,false,Rx,4,8,0D,0D,00,00,00,00,10,26,
303090914,0000046D,false,Rx,4,6,8B,0E,0B,0C,0B,17,00,00,
303091700,0000047D,false,Rx,4,6,8B,17,0B,17,0B,16,00,00,
303092725,000007ED,false,Rx,4,8,0D,07,00,00,00,00,10,21,
303095940,0000046E,false,Rx,4,6,8B,1B,0B,18,0B,28,00,00,
303096716,0000047E,false,Rx,4,6,8B,29,0B,27,0B,25,00,00,
303097740,000007EE,false,Rx,4,8,00,01,00,00,00,00,10,0F,
303918540,00000200,false,Rx,4,3,02,00,00,00,00,00,00,00,
304015065,00000460,false,Rx,4,6,8B,10,0B,0F,0B,18,00,00,
304015983,00000460,false,Rx,4,8,8B,0D,0B,0E,0B,17,0B,18,
304017297,00000460,false,Rx,4,8,8B,11,0B,11,0B,1C,0B,1B,
304018220,00000460,false,Rx,4,8,8B,07,0B,09,0B,12,0B,13,
304019131,00000470,false,Rx,4,8,8B,19,0B,1A,0B,1A,0B,1B,
304020034,00000470,false,Rx,4,8,8B,11,0B,13,0B,11,0B,12,
304021038,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
304021972,00000470,false,Rx,4,8,80,01,0B,18,0B,1B,0B,18,
304022956,000007E0,false,Rx,4,8,0D,0A,00,00,00,00,10,17,
304024040,000007E0,false,Rx,4,8,0D,08,00,00,00,00,10,15,
304024872,00000470,false,Rx,4,6,8B,19,0B,19,0B,1A,00,00,
304031736,00000463,false,Rx,4,8,8B,11,0B,13,0B,1D,0B,1D,
304032654,00000473,false,Rx,4,8,8B,1D,0B,1F,0B,1F,0B,1D,
304033648,000007E3,false,Rx,4,8,00,00,00,00,00,00,10,03,
304071344,00000468,false,Rx,4,8,8B,0A,0B,0A,0B,13,0B,12,
304072243,00000478,false,Rx,4,8,8B,13,0B,11,0B,13,0B,12,
304073218,000007E8,false,Rx,4,8,0C,ED,00,00,00,00,10,01,
304081969,0000046A,false,Rx,4,8,8B,0D,0B,0F,0B,1B,0B,1A,
304082888,0000047A,false,Rx,4,8,8B,18,0B,18,0B,19,0B,19,
304083872,000007EA,false,Rx,4,8,00,00,00,00,00,00,10,0A,
304090790,0000046C,false,Rx,4,6,8B,13,0B,11,0B,1C,00,00,
304091576,0000047C,false,Rx,4,6,8B,1D,0B,1E,0B,1C,00,00,
304092600,000007EC,false,Rx,4,8,0D,0D,00,00,00,00,10,26,
304095346,0000046D,false,Rx,4,6,8B,0E,0B,0D,0B,16,00,00,
304096144,0000047D,false,Rx,4,6,8B,15,0B,16,0B,16,00,00,
304097169,000007ED,false,Rx,4,8,0D,07,00,00,00,00,10,21,
304100405,0000046E,false,Rx,4,6,8B,1A,0B,18,0B,27,00,00,
304101192,0000047E,false,Rx,4,6,8B,2A,0B,27,0B,25,00,00,
304102205,000007EE,false,Rx,4,8,00,01,00,00,00,00,10,0F,
304919081,00000200,false,Rx,4,3,02,00,00,00,00,00,00,00,
305015618,00000460,false,Rx,4,6,8B,10,0B,0F,0B,18,00,00,
305016517,00000460,false,Rx,4,8,8B,0D,0B,0F,0B,17,0B,17,
305017832,00000460,false,Rx,4,8,8B,0E,0B,0E,0B,19,0B,1A,
305018755,00000460,false,Rx,4,8,8B,07,0B,08,0B,12,0B,12,
305019685,00000470,false,Rx,4,8,8B,18,0B,18,0B,18,0B,18,
305020588,00000470,false,Rx,4,8,8B,11,0B,12,0B,12,0B,12,
305021604,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
305022527,00000470,false,Rx,4,8,80,02,0B,19,0B,1A,0B,18,
305023511,000007E0,false,Rx,4,8,0D,0A,00,00,00,00,10,17,
305032283,00000463,false,Rx,4,8,8B,11,0B,13,0B,1F,0B,1D,
305033203,00000473,false,Rx,4,8,8B,1C,0B,20,0B,1D,0B,1D,
305034187,000007E3,false,Rx,4,8,00,00,00,00,00,00,10,03,
305038158,000007E0,false,Rx,4,8,0D,08,00,00,00,00,10,15,
305038925,00000470,false,Rx,4,6,8B,19,0B,19,0B,1A,00,00,
305071881,00000468,false,Rx,4,8,8B,09,0B,0B,0B,13,0B,12,
305072780,00000478,false,Rx,4,8,8B,13,0B,11,0B,13,0B,13,
305073764,000007E8,false,Rx,4,8,0C,ED,00,00,00,00,10,01,
305082536,0000046A,false,Rx,4,8,8B,0E,0B,11,0B,1C,0B,1A,
305083435,0000047A,false,Rx,4,8,8B,18,0B,18,0B,19,0B,1A,
305084419,000007EA,false,Rx,4,8,00,00,00,00,00,00,10,0A,
305091337,0000046C,false,Rx,4,6,8B,13,0B,11,0B,1C,00,00,
305092124,0000047C,false,Rx,4,6,8B,1D,0B,1E,0B,1C,00,00,
305093149,000007EC,false,Rx,4,8,0D,0D,00,00,00,00,10,26,
305095905,0000046D,false,Rx,4,6,8B,0D,0B,0C,0B,17,00,00,
305096681,0000047D,false,Rx,4,6,8B,16,0B,17,0B,15,00,00,
305097716,000007ED,false,Rx,4,8,0D,07,00,00,00,00,10,21,
305100912,0000046E,false,Rx,4,6,8B,1A,0B,19,0B,28,00,00,
305101687,0000047E,false,Rx,4,6,8B,29,0B,27,0B,26,00,00,
305102732,000007EE,false,Rx,4,8,00,02,00,00,00,00,10,10,
305921230,00000200,false,Rx,4,3,02,00,00,00,00,00,00,00,
306017743,00000460,false,Rx,4,6,8B,10,0B,0F,0B,18,00,00,
306018519,00000470,false,Rx,4,6,8B,1A,0B,19,0B,1A,00,00,
306026068,000007E0,false,Rx,4,8,0D,08,00,00,00,00,10,15,
306026968,00000460,false,Rx,4,8,8B,0D,0B,0F,0B,18,0B,18,
306027891,00000470,false,Rx,4,8,80,02,0B,19,0B,1B,0B,18,
306028893,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
306029916,00000460,false,Rx,4,8,8B,10,0B,10,0B,1B,0B,1C,
306030889,00000470,false,Rx,4,8,8B,1B,0B,1C,0B,1B,0B,1C,
306031964,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
306034425,00000463,false,Rx,4,8,8B,11,0B,13,0B,1E,0B,1E,
306035324,00000473,false,Rx,4,8,8B,1D,0B,1D,0B,1E,0B,1D,
306036309,000007E3,false,Rx,4,8,00,00,00,00,00,00,10,03,
306045499,00000460,false,Rx,4,8,8B,08,0B,0A,0B,12,0B,12,
306046418,00000470,false,Rx,4,8,8B,12,0B,11,0B,12,0B,12,
306047401,000007E0,false,Rx,4,8,0D,0A,00,00,00,00,10,17,
306074047,00000468,false,Rx,4,8,8B,0A,0B,0A,0B,12,0B,12,
306074946,00000478,false,Rx,4,8,8B,13,0B,10,0B,13,0B,13,
306075930,000007E8,false,Rx,4,8,0C,EE,00,00,00,00,10,02,
306084682,0000046A,false,Rx,4,8,8B,0D,0B,0F,0B,1A,0B,1B,
306085571,0000047A,false,Rx,4,8,8B,19,0B,17,0B,18,0B,1A,
306086554,000007EA,false,Rx,4,8,00,00,00,00,00,00,10,0A,
306093513,0000046C,false,Rx,4,6,8B,12,0B,11,0B,1C,00,00,
306094290,0000047C,false,Rx,4,6,8B,1D,0B,1E,0B,1C,00,00,
306095305,000007EC,false,Rx,4,8,0D,0D,00,00,00,00,10,26,
306098082,0000046D,false,Rx,4,6,8B,0E,0B,0C,0B,16,00,00,
306098880,0000047D,false,Rx,4,6,8B,16,0B,16,0B,16,00,00,
306099894,000007ED,false,Rx,4,8,0D,07,00,00,00,00,10,21,
306103049,0000046E,false,Rx,4,6,8B,1B,0B,19,0B,28,00,00,
306103846,0000047E,false,Rx,4,6,8B,29,0B,26,0B,25,00,00,
306104869,000007EE,false,Rx,4,8,00,01,00,00,00,00,10,0F,
306924904,00000200,false,Rx,4,3,02,00,00,00,00,00,00,00,
307021405,00000460,false,Rx,4,6,8B,11,0B,0F,0B,18,00,00,
307022202,00000470,false,Rx,4,6,8B,1A,0B,1A,0B,1A,00,00,
307023566,00000460,false,Rx,4,8,8B,08,0B,08,0B,12,0B,12,
307024469,00000460,false,Rx,4,8,8B,0E,0B,0F,0B,17,0B,18,
307025383,00000470,false,Rx,4,8,8B,13,0B,12,0B,12,0B,12,
307026297,00000470,false,Rx,4,8,80,01,0B,19,0B,1B,0B,18,
307028036,00000460,false,Rx,4,8,8B,11,0B,11,0B,1B,0B,1B,
307029315,00000470,false,Rx,4,8,8B,19,0B,19,0B,19,0B,19,
307035212,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
307036223,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
307037314,000007E0,false,Rx,4,8,0D,08,00,00,00,00,10,15,
307038217,00000463,false,Rx,4,8,8B,11,0B,14,0B,1E,0B,1D,
307039119,00000473,false,Rx,4,8,8B,1D,0B,1E,0B,1E,0B,1D,
307040115,000007E3,false,Rx,4,8,00,00,00,00,00,00,10,03,
307041209,000007E0,false,Rx,4,8,0D,0A,00,00,00,00,10,17,
307077702,00000468,false,Rx,4,8,8B,09,0B,0A,0B,13,0B,13,
307078601,00000478,false,Rx,4,8,8B,13,0B,11,0B,13,0B,12,
307079585,000007E8,false,Rx,4,8,0C,ED,00,00,00,00,10,01,
307088358,0000046A,false,Rx,4,8,8B,0F,0B,11,0B,1A,0B,1A,
307089267,0000047A,false,Rx,4,8,8B,17,0B,18,0B,19,0B,1B,
307090250,000007EA,false,Rx,4,8,00,00,00,00,00,00,10,0A,
307097179,0000046C,false,Rx,4,6,8B,12,0B,11,0B,1C,00,00,
307097966,0000047C,false,Rx,4,6,8B,1D,0B,1E,0B,1C,00,00,
307098971,000007EC,false,Rx,4,8,0D,0D,00,00,00,00,10,26,
307101738,0000046D,false,Rx,4,6,8B,0E,0B,0D,0B,17,00,00,
307102514,0000047D,false,Rx,4,6,8B,16,0B,17,0B,15,00,00,
307103538,000007ED,false,Rx,4,8,0D,07,00,00,00,00,10,21,
307106745,0000046E,false,Rx,4,6,8B,1B,0B,18,0B,28,00,00,
307107521,0000047E,false,Rx,4,6,8B,29,0B,27,0B,26,00,00,
307108545,000007EE,false,Rx,4,8,00,02,00,00,00,00,10,10,
307930396,00000200,false,Rx,4,3,02,00,00,00,00,00,00,00,
308026910,00000460,false,Rx,4,6,8B,10,0B,0F,0B,19,00,00,
308027828,00000460,false,Rx,4,8,8B,0D,0B,0E,0B,17,0B,18,
308028741,00000460,false,Rx,4,8,8B,08,0B,08,0B,12,0B,12,
308029754,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
308030667,00000470,false,Rx,4,8,8B,12,0B,12,0B,13,0B,12,
308031598,00000470,false,Rx,4,8,80,02,0B,19,0B,1B,0B,19,
308032582,000007E0,false,Rx,4,8,0D,0A,00,00,00,00,10,17,
308033664,000007E0,false,Rx,4,8,0D,09,00,00,00,00,10,16,
308034508,00000470,false,Rx,4,6,8B,19,0B,19,0B,19,00,00,
308043593,00000463,false,Rx,4,8,8B,12,0B,13,0B,1D,0B,1E,
308044514,00000473,false,Rx,4,8,8B,1E,0B,1E,0B,1E,0B,1D,
308045507,000007E3,false,Rx,4,8,00,00,00,00,00,00,10,03,
308048786,00000460,false,Rx,4,8,8B,11,0B,11,0B,1D,0B,1D,
308049704,00000470,false,Rx,4,8,8B,1C,0B,1B,0B,1C,0B,1D,
308050709,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
308083196,00000468,false,Rx,4,8,8B,0A,0B,0B,0B,13,0B,12,
308084085,00000478,false,Rx,4,8,8B,13,0B,11,0B,13,0B,12,
308085068,000007E8,false,Rx,4,8,0C,EE,00,00,00,00,10,02,
308093842,0000046A,false,Rx,4,8,8B,0F,0B,12,0B,1B,0B,1A,
308094741,0000047A,false,Rx,4,8,8B,18,0B,18,0B,19,0B,1B,
308095725,000007EA,false,Rx,4,8,00,00,00,00,00,00,10,0A,
308102692,0000046C,false,Rx,4,6,8B,12,0B,12,0B,1C,00,00,
308103479,0000047C,false,Rx,4,6,8B,1E,0B,1E,0B,1C,00,00,
308104484,000007EC,false,Rx,4,8,0D,0D,00,00,00,00,10,26,
308107230,0000046D,false,Rx,4,6,8B,0E,0B,0D,0B,17,00,00,
308108017,0000047D,false,Rx,4,6,8B,17,0B,16,0B,16,00,00,
308109042,000007ED,false,Rx,4,8,0D,07,00,00,00,00,10,21,
308112238,0000046E,false,Rx,4,6,8B,1B,0B,19,0B,28,00,00,
308113025,0000047E,false,Rx,4,6,8B,29,0B,27,0B,25,00,00,
308114059,000007EE,false,Rx,4,8,00,02,00,00,00,00,10,10,
308932880,00000200,false,Rx,4,3,02,00,00,00,00,00,00,00,
309029393,00000460,false,Rx,4,6,8B,11,0B,0F,0B,19,00,00,
309030301,00000460,false,Rx,4,8,8B,0D,0B,0E,0B,17,0B,17,
309031615,00000460,false,Rx,4,8,8B,12,0B,10,0B,19,0B,1B,
309032528,00000460,false,Rx,4,8,8B,08,0B,09,0B,12,0B,12,
309033431,00000470,false,Rx,4,8,8B,1B,0B,1B,0B,1A,0B,19,
309034354,00000470,false,Rx,4,8,8B,12,0B,12,0B,12,0B,12,
309035359,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
309036341,000007E0,false,Rx,4,8,0D,0A,00,00,00,00,10,17,
309037264,00000470,false,Rx,4,8,80,02,0B,19,0B,1B,0B,18,
309038358,000007E0,false,Rx,4,8,0D,08,00,00,00,00,10,15,
309039190,00000470,false,Rx,4,6,8B,1A,0B,19,0B,19,00,00,
309046076,00000463,false,Rx,4,8,8B,12,0B,13,0B,1D,0B,1E,
309047006,00000473,false,Rx,4,8,8B,1C,0B,1F,0B,1F,0B,1C,
309047999,000007E3,false,Rx,4,8,00,00,00,00,00,00,10,03,
309085663,00000468,false,Rx,4,8,8B,09,0B,0B,0B,13,0B,13,
309086583,00000478,false,Rx,4,8,8B,12,0B,10,0B,12,0B,13,
309087567,000007E8,false,Rx,4,8,0C,ED,00,00,00,00,10,01,
309096341,0000046A,false,Rx,4,8,8B,10,0B,12,0B,19,0B,18,
309097250,0000047A,false,Rx,4,8,8B,18,0B,19,0B,19,0B,1B,
309098234,000007EA,false,Rx,4,8,00,00,00,00,00,00,10,0A,
309105132,0000046C,false,Rx,4,6,8B,11,0B,11,0B,1C,00,00,
309105919,0000047C,false,Rx,4,6,8B,1E,0B,1D,0B,1C,00,00,
309106943,000007EC,false,Rx,4,8,0D,0D,00,00,00,00,10,26,
309109699,0000046D,false,Rx,4,6,8B,0E,0B,0D,0B,17,00,00,
309110476,0000047D,false,Rx,4,6,8B,17,0B,17,0B,15,00,00,
309111510,000007ED,false,Rx,4,8,0D,07,00,00,00,00,10,21,
309114715,0000046E,false,Rx,4,6,8B,1A,0B,18,0B,28,00,00,
309115482,0000047E,false,Rx,4,6,8B,29,0B,27,0B,26,00,00,
309116526,000007EE,false,Rx,4,8,00,02,00,00,00,00,10,10,
309935959,00000200,false,Rx,4,3,02,00,00,00,00,00,00,00,
310032471,00000460,false,Rx,4,6,8B,10,0B,0F,0B,18,00,00,
310033400,00000460,false,Rx,4,8,8B,0E,0B,0F,0B,18,0B,18,
310034726,00000460,false,Rx,4,8,8B,11,0B,10,0B,1A,0B,1A,
310035638,00000460,false,Rx,4,8,8B,08,0B,09,0B,12,0B,12,
310036539,00000470,false,Rx,4,8,8B,19,0B,1C,0B,1B,0B,1B,
310037463,00000470,false,Rx,4,8,8B,12,0B,12,0B,12,0B,11,
310038467,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
310039451,000007E0,false,Rx,4,8,0D,0A,00,00,00,00,10,17,
310040374,00000470,false,Rx,4,8,80,02,0B,19,0B,1B,0B,18,
310041458,000007E0,false,Rx,4,8,0D,08,00,00,00,00,10,15,
310042291,00000470,false,Rx,4,6,8B,19,0B,19,0B,1A,00,00,
310049176,00000463,false,Rx,4,8,8B,12,0B,12,0B,1E,0B,1F,
310050094,00000473,false,Rx,4,8,8B,1C,0B,1F,0B,1E,0B,1D,
310051078,000007E3,false,Rx,4,8,00,00,00,00,00,00,10,03,
310088754,00000468,false,Rx,4,8,8B,09,0B,0B,0B,13,0B,12,
310089663,00000478,false,Rx,4,8,8B,14,0B,11,0B,13,0B,13,
310090647,000007E8,false,Rx,4,8,0C,EE,00,00,00,00,10,02,
310099418,0000046A,false,Rx,4,8,8B,0E,0B,0F,0B,19,0B,1B,
310100317,0000047A,false,Rx,4,8,8B,1B,0B,19,0B,18,0B,17,
310101302,000007EA,false,Rx,4,8,00,00,00,00,00,00,10,0A,
310108250,0000046C,false,Rx,4,6,8B,13,0B,11,0B,1D,00,00,
310109028,0000047C,false,Rx,4,6,8B,1D,0B,1E,0B,1C,00,00,
310110051,000007EC,false,Rx,4,8,0D,0D,00,00,00,00,10,26,
310112779,0000046D,false,Rx,4,6,8B,0D,0B,0D,0B,17,00,00,
310113565,0000047D,false,Rx,4,6,8B,17,0B,17,0B,15,00,00,
310114588,000007ED,false,Rx,4,8,0D,07,00,00,00,00,10,21,
310117785,0000046E,false,Rx,4,6,8B,1B,0B,19,0B,27,00,00,
310118571,0000047E,false,Rx,4,6,8B,29,0B,26,0B,26,00,00,
310119606,000007EE,false,Rx,4,8,00,02,00,00,00,00,10,10,
310941516,00000200,false,Rx,4,3,02,00,00,00,00,00,00,00,
311038019,00000460,false,Rx,4,6,8B,10,0B,0F,0B,18,00,00,
311038959,00000460,false,Rx,4,8,8B,0E,0B,0F,0B,18,0B,18,
311040322,00000460,false,Rx,4,8,8B,0E,0B,0E,0B,1A,0B,1B,
311041236,00000460,false,Rx,4,8,8B,08,0B,09,0B,13,0B,13,
311042137,00000470,false,Rx,4,8,8B,1A,0B,1B,0B,1B,0B,1C,
311043060,00000470,false,Rx,4,8,8B,12,0B,12,0B,12,0B,12,
311044064,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
311045049,000007E0,false,Rx,4,8,0D,0A,00,00,00,00,10,17,
311045982,00000470,false,Rx,4,8,80,02,0B,19,0B,1B,0B,19,
311047065,000007E0,false,Rx,4,8,0D,08,00,00,00,00,10,15,
311047907,00000470,false,Rx,4,6,8B,1A,0B,19,0B,1A,00,00,
311054732,00000463,false,Rx,4,8,8B,12,0B,12,0B,1E,0B,1E,
311055640,00000473,false,Rx,4,8,8B,1C,0B,1F,0B,1D,0B,1E,
311056635,000007E3,false,Rx,4,8,00,00,00,00,00,00,10,03,
311094320,00000468,false,Rx,4,8,8B,09,0B,0B,0B,13,0B,12,
311095229,00000478,false,Rx,4,8,8B,12,0B,11,0B,13,0B,12,
311096223,000007E8,false,Rx,4,8,0C,EE,00,00,00,00,10,02,
311104976,0000046A,false,Rx,4,8,8B,10,0B,10,0B,19,0B,18,
311105885,0000047A,false,Rx,4,8,8B,18,0B,19,0B,19,0B,19,
311106868,000007EA,false,Rx,4,8,00,00,00,00,00,00,10,0A,
311113795,0000046C,false,Rx,4,6,8B,12,0B,10,0B,1C,00,00,
311114581,0000047C,false,Rx,4,6,8B,1D,0B,1D,0B,1C,00,00,
311115585,000007EC,false,Rx,4,8,0D,0D,00,00,00,00,10,26,
311118352,0000046D,false,Rx,4,6,8B,0E,0B,0C,0B,17,00,00,
311119150,0000047D,false,Rx,4,6,8B,16,0B,17,0B,16,00,00,
311120163,000007ED,false,Rx,4,8,0D,07,00,00,00,00,10,21,
311123338,0000046E,false,Rx,4,6,8B,1A,0B,19,0B,28,00,00,
311124125,0000047E,false,Rx,4,6,8B,2A,0B,27,0B,26,00,00,
311125160,000007EE,false,Rx,4,8,00,02,00,00,00,00,10,10,
311946715,00000200,false,Rx,4,3,02,00,00,00,00,00,00,00,
312043260,00000460,false,Rx,4,6,8B,10,0B,0F,0B,19,00,00,
312044168,00000460,false,Rx,4,8,8B,0F,0B,0F,0B,17,0B,18,
312045513,00000460,false,Rx,4,8,8B,0F,0B,10,0B,1B,0B,1B,
312046446,00000460,false,Rx,4,8,8B,08,0B,08,0B,12,0B,11,
312047348,00000470,false,Rx,4,8,8B,1B,0B,1B,0B,1B,0B,1C,
312048271,00000470,false,Rx,4,8,8B,12,0B,12,0B,12,0B,12,
312049275,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
312050259,000007E0,false,Rx,4,8,0D,0A,00,00,00,00,10,17,
312051184,00000470,false,Rx,4,8,80,02,0B,19,0B,1B,0B,18,
312052266,000007E0,false,Rx,4,8,0D,08,00,00,00,00,10,15,
312053108,00000470,false,Rx,4,6,8B,1A,0B,19,0B,1A,00,00,
312059912,00000463,false,Rx,4,8,8B,11,0B,13,0B,1E,0B,1D,
312060831,00000473,false,Rx,4,8,8B,1E,0B,1D,0B,1E,0B,1D,
312061825,000007E3,false,Rx,4,8,00,00,00,00,00,00,10,03,
312099510,00000468,false,Rx,4,8,8B,0A,0B,0B,0B,13,0B,12,
312100430,00000478,false,Rx,4,8,8B,13,0B,12,0B,12,0B,11,
312101413,000007E8,false,Rx,4,8,0C,ED,00,00,00,00,10,01,
312110156,0000046A,false,Rx,4,8,8B,11,0B,11,0B,19,0B,19,
312111056,0000047A,false,Rx,4,8,8B,18,0B,18,0B,19,0B,1B,
312112040,000007EA,false,Rx,4,8,00,00,00,00,00,00,10,0A,
312118977,0000046C,false,Rx,4,6,8B,13,0B,12,0B,1C,00,00,
312119774,0000047C,false,Rx,4,6,8B,1E,0B,1E,0B,1C,00,00,
312120779,000007EC,false,Rx,4,8,0D,0D,00,00,00,00,10,26,
312123536,0000046D,false,Rx,4,6,8B,0D,0B,0D,0B,17,00,00,
312124323,0000047D,false,Rx,4,6,8B,17,0B,17,0B,16,00,00,
312125356,000007ED,false,Rx,4,8,0D,07,00,00,00,00,10,21,
312128541,0000046E,false,Rx,4,6,8B,1B,0B,18,0B,27,00,00,
312129329,0000047E,false,Rx,4,6,8B,2A,0B,26,0B,26,00,00,
312130354,000007EE,false,Rx,4,8,00,01,00,00,00,00,10,0F,
312952165,00000200,false,Rx,4,3,02,00,00,00,00,00,00,00,
313048687,00000460,false,Rx,4,6,8B,10,0B,0F,0B,19,00,00,
313049596,00000460,false,Rx,4,8,8B,0D,0B,0F,0B,17,0B,17,
313050971,00000460,false,Rx,4,8,8B,0F,0B,0E,0B,1B,0B,1C,
313051875,00000460,false,Rx,4,8,8B,08,0B,09,0B,12,0B,12,
313052786,00000470,false,Rx,4,8,8B,1B,0B,1A,0B,19,0B,19,
313053697,00000470,false,Rx,4,8,8B,11,0B,12,0B,12,0B,12,
313054701,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
313055686,000007E0,false,Rx,4,8,0D,0A,00,00,00,00,10,17,
313056599,00000470,false,Rx,4,8,80,01,0B,19,0B,1B,0B,18,
313065381,00000463,false,Rx,4,8,8B,12,0B,14,0B,1D,0B,1F,
313066300,00000473,false,Rx,4,8,8B,1D,0B,1F,0B,1F,0B,1D,
313067295,000007E3,false,Rx,4,8,00,00,00,00,00,00,10,03,
313071266,000007E0,false,Rx,4,8,0D,08,00,00,00,00,10,15,
313072043,00000470,false,Rx,4,6,8B,19,0B,19,0B,19,00,00,
313104978,00000468,false,Rx,4,8,8B,0A,0B,0B,0B,12,0B,12,
313105886,00000478,false,Rx,4,8,8B,12,0B,11,0B,13,0B,12,
313106870,000007E8,false,Rx,4,8,0C,EE,00,00,00,00,10,02,
313115622,0000046A,false,Rx,4,8,8B,0F,0B,10,0B,18,0B,18,
313116522,0000047A,false,Rx,4,8,8B,18,0B,19,0B,1A,0B,1B,
313117506,000007EA,false,Rx,4,8,00,00,00,00,00,00,10,0A,
313124433,0000046C,false,Rx,4,6,8B,13,0B,10,0B,1C,00,00,
313125220,0000047C,false,Rx,4,6,8B,1D,0B,1E,0B,1C,00,00,
313126233,000007EC,false,Rx,4,8,0D,0D,00,00,00,00,10,26,
313129001,0000046D,false,Rx,4,6,8B,0E,0B,0C,0B,17,00,00,
313129778,0000047D,false,Rx,4,6,8B,17,0B,18,0B,16,00,00,
313130802,000007ED,false,Rx,4,8,0D,07,00,00,00,00,10,21,
313133998,0000046E,false,Rx,4,6,8B,1A,0B,18,0B,28,00,00,
313134775,0000047E,false,Rx,4,6,8B,29,0B,27,0B,25,00,00,
313135799,000007EE,false,Rx,4,8,00,01,00,00,00,00,10,0F,
313957139,00000200,false,Rx,4,3,02,00,00,00,00,00,00,00,
314053644,00000460,false,Rx,4,6,8B,10,0B,0F,0B,18,00,00,
314054411,00000470,false,Rx,4,6,8B,19,0B,19,0B,1A,00,00,
314055324,00000460,false,Rx,4,8,8B,08,0B,08,0B,12,0B,12,
314056235,00000460,false,Rx,4,8,8B,0F,0B,0F,0B,1A,0B,1B,
314057593,00000470,false,Rx,4,8,8B,19,0B,1A,0B,1A,0B,1B,
314058484,00000460,false,Rx,4,8,8B,0D,0B,0F,0B,17,0B,18,
314059407,00000470,false,Rx,4,8,8B,12,0B,12,0B,12,0B,12,
314060329,00000470,false,Rx,4,8,80,02,0B,19,0B,1B,0B,18,
314066939,000007E0,false,Rx,4,8,0D,08,00,00,00,00,10,15,
314067950,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
314070337,00000463,false,Rx,4,8,8B,12,0B,13,0B,1D,0B,1D,
314071236,00000473,false,Rx,4,8,8B,1D,0B,1F,0B,1D,0B,1D,
314072229,000007E3,false,Rx,4,8,00,00,00,00,00,00,10,03,
314082364,000007E0,false,Rx,4,8,0D,0A,00,00,00,00,10,17,
314083375,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
314109929,00000468,false,Rx,4,8,8B,0A,0B,0B,0B,13,0B,12,
314110828,00000478,false,Rx,4,8,8B,13,0B,11,0B,13,0B,12,
314111813,000007E8,false,Rx,4,8,0C,ED,00,00,00,00,10,01,
314120584,0000046A,false,Rx,4,8,8B,11,0B,13,0B,1A,0B,1A,
314121473,0000047A,false,Rx,4,8,8B,19,0B,17,0B,18,0B,18,
314122458,000007EA,false,Rx,4,8,00,00,00,00,00,00,10,0A,
314129415,0000046C,false,Rx,4,6,8B,12,0B,11,0B,1C,00,00,
314130203,0000047C,false,Rx,4,6,8B,1E,0B,1E,0B,1C,00,00,
314131196,000007EC,false,Rx,4,8,0D,0D,00,00,00,00,10,26,
